10	R	1955
10	W	1955
11	R	1955
11	J	1970
7	R	1970
9	J	1985
7	J	1985
9	R	1985
9	J	2011
11	R	2011
8	J	2026
11	J	2026
8	R	2026
8	W	2026
9	R	2026
9	J	2041
7	R	2041
10	J	2056
7	J	2056
10	R	2056
10	W	2056
11	R	2056
11	J	2071
9	R	2071
9	J	2086
7	R	2086
7	J	2101
11	R	2101
11	J	2116
9	R	2116
8	J	2131
9	J	2131
8	R	2131
8	W	2131
7	R	2131
7	J	2146
11	R	2146
10	J	2161
11	J	2161
10	R	2161
10	W	2161
9	R	2161
9	J	2176
7	R	2176
7	J	2191
11	R	2191
11	J	2206
9	R	2206
9	W	2220
7	R	2220
8	J	2235
7	J	2235
8	R	2235
8	E	2235
6	J	2235
6	R	2235
6	W	2235
11	R	2235
11	J	2250
7	R	2250
10	J	2265
7	J	2265
10	R	2265
10	W	2265
11	R	2265
11	J	2280
7	R	2280
7	J	2295
11	R	2295
11	J	2310
7	R	2310
9	J	2325
7	J	2325
9	R	2325
9	J	2351
11	R	2351
10	J	2366
11	J	2366
10	R	2366
10	W	2366
9	R	2366
9	J	2381
7	R	2381
7	J	2396
11	R	2396
11	J	2411
9	R	2411
9	J	2426
7	R	2426
7	J	2441
11	R	2441
11	J	2456
9	R	2456
10	J	2471
9	J	2471
10	R	2471
10	E	2471
6	J	2471
6	R	2471
6	W	2471
7	R	2471
7	J	2486
11	R	2486
11	J	2501
9	R	2501
9	J	2516
7	R	2516
7	J	2531
11	R	2531
11	J	2546
9	R	2546
9	W	2560
7	R	2560
7	J	2575
11	R	2575
11	J	2590
7	R	2590
7	J	2605
11	R	2605
11	J	2620
7	R	2620
7	J	2635
11	R	2635
11	J	2650
7	R	2650
9	J	2665
7	J	2665
9	R	2665
9	J	2691
11	R	2691
11	J	2706
9	R	2706
9	J	2721
7	R	2721
7	J	2736
11	R	2736
11	J	2751
9	R	2751
9	J	2766
7	R	2766
7	J	2781
11	R	2781
11	J	2796
9	R	2796
9	J	2811
7	R	2811
7	J	2826
11	R	2826
11	J	2841
9	R	2841
9	J	2856
7	R	2856
7	J	2871
11	R	2871
11	J	2886
9	R	2886
9	W	2900
7	R	2900
7	J	2915
11	R	2915
11	J	2930
7	R	2930
7	J	2945
11	R	2945
11	J	2960
7	R	2960
7	J	2975
11	R	2975
11	J	2990
7	R	2990
9	J	3005
7	J	3005
9	R	3005
9	E	3005
6	J	3005
6	R	3005
6	W	3005
11	R	3005
11	J	3020
7	R	3020
7	J	3035
11	R	3035
11	J	3050
7	R	3050
7	J	3065
11	R	3065
3	J	3080
11	J	3080
3	R	3080
3	W	3080
7	R	3080
7	J	3095
11	R	3095
11	J	3110
7	R	3110
7	J	3125
11	R	3125
11	J	3140
7	R	3140
7	J	3155
11	R	3155
11	J	3170
7	R	3170
7	J	3185
11	R	3185
11	J	3200
7	R	3200
7	J	3215
11	R	3215
11	J	3230
7	R	3230
7	J	3245
11	R	3245
11	J	3260
7	R	3260
7	J	3275
11	R	3275
11	J	3290
7	R	3290
7	J	3305
11	R	3305
11	J	3320
7	R	3320
7	J	3335
11	R	3335
11	J	3350
7	R	3350
7	J	3365
11	R	3365
11	J	3380
7	R	3380
7	J	3395
11	R	3395
11	J	3410
7	R	3410
7	J	3425
11	R	3425
11	J	3440
7	R	3440
7	J	3455
11	R	3455
11	J	3470
7	R	3470
7	J	3485
11	R	3485
11	J	3500
7	R	3500
7	J	3515
11	R	3515
11	J	3530
7	R	3530
7	J	3545
11	R	3545
11	W	3545
7	R	3545
7	E	3645
6	J	3645
6	R	3645
6	W	3645
0	R	3645
11	J	3646
11	R	3646
11	E	3646
6	J	3646
6	R	3646
6	E	3647
4	J	3647
4	R	3647
12	N	3648
4	W	3648
12	R	3648
4	J	3650
12	E	3651
4	R	3651
4	W	3651
0	R	3651
4	J	4170
4	R	4170
4	W	4170
0	R	4170
4	J	4197
4	R	4197
4	W	4197
0	R	4197
4	J	4243
4	R	4243
4	W	4243
0	R	4243
4	J	4261
4	R	4262
4	W	4262
0	R	4262
4	J	4443
4	R	4443
4	W	4443
0	R	4443
4	J	4465
4	R	4465
4	W	4465
0	R	4465
4	J	4477
4	R	4477
4	W	4477
0	R	4477
4	J	4479
4	R	4479
4	W	4479
0	R	4479
4	J	4500
4	R	4500
4	W	4500
0	R	4500
4	J	4525
4	R	4525
4	W	4525
0	R	4525
4	J	4529
4	R	4529
4	W	4530
0	R	4530
4	J	4554
4	R	4555
4	W	4555
0	R	4555
4	J	4564
4	R	4564
13	N	4566
4	W	4566
13	R	4566
